kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,amount
"653526","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0211","2",12236000
"653526","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0211","2",299011000
"403824","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","0210","2",88067000
"653526","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0211","2",582994000
"653526","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0211","2",3652000
"403832","032","03212","523123","03212WA","2378","EBA","2","A","0","00000001","0211","2",18720000
"653526","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0211","2",86335000
"653526","032","03212","522191","03212WA","4345","EBC","2","A","0","00000001","0211","2",12970000
"403832","032","03212","523132","03212WA","2378","EBA","2","A","0","00000001","0211","2",12450000
"403829","032","03212","511628","03212WA","2378","EBA","2","A","0","00000001","0252","2",133940000
"403829","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0252","2",127032000
"403829","032","03212","532111","03212DL","2375","RAL","2","D","0","00000001","0252","2",190000000
"403829","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0252","2",67109000
"403829","032","03212","522192","03212DL","2375","DDA","2","A","0","00000001","0252","2",5600000
"403829","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0252","2",126682000
"403830","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0258","2",25192000
"403830","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0258","2",2285000
"403829","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0252","2",2714283000
"403829","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0252","2",10711000
"403829","032","03212","511611","03212WA","2378","EBA","2","A","0","00000001","0252","2",617253000
"403830","032","03212","522191","03212WA","2378","EBA","2","A","0","00000001","0258","2",621730000
"403879","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0222","2",10442000
"403879","032","03212","522141","03212DL","2376","QDD","2","A","0","00000001","0222","2",501000
"403879","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0222","2",119555000
"403879","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0222","2",239725000
"403879","032","03212","521811","03212DL","2376","QDD","2","A","0","00000001","0222","2",4500000
"403879","032","03212","521131","03212DL","2376","SAC","2","A","0","00000001","0222","2",91515000
"403834","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0401","2",1164000
"403834","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0401","2",21228000
"403834","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0401","2",1145924000
"403834","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0401","2",21276000
"403826","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","2251","2",115863000
"403826","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","2251","2",1448000
"403826","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2251","2",1062984000
"403826","032","03212","524114","03212WA","2378","EBD","2","A","0","00000001","2251","2",4140000
"403826","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","2251","2",152700000
"403838","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","2451","2",25300000
"245124","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","2451","2",69790000
"403838","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2451","2",656028000
"403838","032","03212","521841","03212DL","2376","SAC","2","A","0","00000001","2451","2",26870000
"245124","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2451","2",89225000
"403838","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","2451","2",272803000
"403838","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","2451","2",221600000
"403838","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","2451","2",3048196000
"245124","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","2451","2",54000000
"245124","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","2451","2",230966000
"403838","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","2451","2",226535000
"403838","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","2451","2",152220000
"403838","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2451","2",250800000
"245124","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","2451","2",1850000
"245124","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2451","2",37665000
"427582","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","1312","2",942074000
"427582","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","1312","2",16390000
"427582","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1312","2",173815000
"427582","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","1312","2",1056172000
"427582","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","1312","2",49655000
"427582","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1312","2",28000000
"403839","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","1905","2",900000
"427602","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","1905","2",16200000
"403839","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","1905","2",4884418000
"427602","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","1905","2",15200000
"403839","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","1905","2",5100000
"403839","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","1905","2",8906000
"403839","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1905","2",2606032000
"427602","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","1905","2",1096360000
"403839","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","1905","2",3398794000
"427602","032","03212","524113","03212DL","2376","SAC","2","A","0","00000001","1905","2",46350000
"427602","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","1905","2",342000000
"427602","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1905","2",108400000
"403839","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","1905","2",18000000
"427618","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","2151","2",2815858000
"238755","032","03212","521211","03212DL","2375","QDD","2","A","0","00000001","2151","2",39745000
"238755","032","03212","524119","03212DL","2375","QDD","2","A","0","00000001","2151","2",97716000
"238755","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","2151","2",2393910000
"427618","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","2151","2",1719110000
"427618","032","03212","521211","03212DL","2376","SDA","2","A","0","00000001","2151","2",4800000
"238755","032","03212","522141","03212DL","2375","DDA","2","A","0","00000001","2151","2",700000
"238755","032","03212","511611","03212WA","2378","EBA","2","A","0","00000001","2151","2",235500000
"238755","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","2151","2",13474834000
"238755","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","2151","2",68926000
"238755","032","03212","511628","03212WA","2378","EBA","2","A","0","00000001","2151","2",53872000
"238755","032","03212","521219","03212DL","2375","DDA","2","A","0","00000001","2151","2",19459000
"427618","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","2151","2",1500000
"238755","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2151","2",17875322000
"427618","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","2151","2",95420000
"238755","032","03212","521213","03212DL","2375","SCC","2","A","0","00000001","2151","2",10150000
"238755","032","03212","511138","03212WA","2378","EBA","2","A","0","00000001","2151","2",601650000
"427630","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","3351","2",38000
"634146","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","3351","2",181000000
"427630","032","03212","521119","03212DL","2376","SAC","2","A","0","00000001","3351","2",10000000
"634146","032","03212","524113","03212DL","2376","QDD","2","A","0","00000001","3351","2",3600000
"427630","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","3351","2",130316000
"634146","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","3351","2",290747000
"634146","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","3351","2",855500000
"427630","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","3351","2",179292000
"634146","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","3351","2",401122000
"634146","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","3351","2",4140000
"634146","032","03212","522151","03212DL","2376","QDD","2","A","0","00000001","3351","2",1800000
"427630","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","3351","2",414518000
"634146","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","3351","2",1408877000
"427630","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","3351","2",4600000
"427630","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","3351","2",134359000
"634146","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","3351","2",4000000
"634146","032","03212","521811","03212DL","2376","SAC","2","A","0","00000001","3351","2",6000000
"403837","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0209","2",971460000
"403837","032","03212","521241","03212DL","2376","SAC","2","A","0","00000001","0209","2",115500000
"403837","032","03212","521211","03212DL","2376","SDA","2","A","0","00000001","0209","2",37670000
"403837","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","0209","2",453035000
"403837","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0209","2",321346000
"238762","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0511","2",296000
"238762","032","03212","522141","03212DL","2375","DDA","2","A","0","00000001","0511","2",3000000
"238762","032","03212","532111","03212DL","2375","RAL","2","A","0","00000001","0511","2",3000000000
"238762","032","03212","521241","03212DL","2375","SCC","2","A","0","00000001","0511","2",62000000
"238762","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0511","2",205868000
"238762","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0511","2",19167192000
"238762","032","03212","511619","03212WA","2378","EBA","2","A","0","00000001","0511","2",55000
"403820","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2007","2",33894000
"403820","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","2007","2",13422000
"352595","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2007","2",169556000
"352595","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2007","2",40705000
"403820","032","03212","522141","03212WA","2378","EBA","2","A","0","00000001","2007","2",9000000
"403820","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","2007","2",62238000
"352595","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","2007","2",8100000
"239188","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0354","2",229268000
"237373","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0354","2",467831000
"239188","032","03212","511611","03212WA","2378","EBA","2","A","0","00000001","0354","2",2313870000
"239188","032","03212","537112","03212DL","2375","RAL","2","F","0","00000001","0354","2",307448000
"237373","032","03212","521131","03212DL","2376","SAC","2","A","0","00000001","0354","2",86120000
"237373","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","0354","2",34000000
"237373","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0354","2",36720000
"239188","032","03212","533121","03212DL","2375","RBQ","2","A","0","00000001","0354","2",1226658000
"239188","032","03212","521211","03212DL","2375","QDD","2","A","0","00000001","0354","2",105520000
"237373","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","0354","2",241900000
"237373","032","03212","521131","03212WA","2378","EBD","2","A","0","00000001","0354","2",5000000
"239188","032","03212","525113","03212WA","4345","EBC","2","F","0","00000001","0354","2",190070000
"237373","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","0354","2",8000000
"237373","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0354","2",70000
"237373","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","0354","2",76420000
"239188","032","03212","522151","03212DL","2375","DDA","2","A","0","00000001","0354","2",1800000
"239188","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0354","2",1280000
"239188","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0354","2",52288000
"237373","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0354","2",142800000
"239188","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0354","2",264472000
"237373","032","03212","521832","03212DL","2376","SAC","2","A","0","00000001","0354","2",498114000
"403875","032","03212","524111","03212DL","2376","SDA","2","A","0","00000001","0953","2",5420000
"403875","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0953","2",1139158000
"403875","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0953","2",33328000
"403875","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","0953","2",68568000
"403875","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0953","2",1891901000
"403875","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0953","2",40157000
"238741","032","03212","512414","03212WA","2378","EBA","2","A","0","00000001","0751","2",3328495000
"238741","032","03212","521211","03212DL","2375","SCC","2","A","0","00000001","0751","2",1018835000
"238741","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0751","2",130610000
"238741","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0751","2",158924000
"238741","032","03212","522151","03212DL","2375","DDA","2","A","0","00000001","0751","2",1000000
"238741","032","03212","521213","03212WA","2378","EBC","2","D","0","00000001","0751","2",900000
"238741","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0751","2",78269000
"238741","032","03212","511621","03212WA","2378","EBA","2","A","0","00000001","0751","2",149000000
"440013","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","2202","2",333904000
"403827","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","2201","2",67680000
"403827","032","03212","511619","03212WA","2378","EBA","2","A","0","00000001","2201","2",31000
"440013","032","03212","521822","03212DL","2376","SAC","2","A","0","00000001","2202","2",442848000
"403827","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2201","2",1270518000
"403827","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","2201","2",9000000
"440013","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","2202","2",442350000
"403827","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","2201","2",3248394000
"440013","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2202","2",123700000
"403827","032","03212","511622","03212WA","2378","EBA","2","A","0","00000001","2201","2",11612000
"403827","032","03212","521219","03212DL","2375","DDA","2","D","0","00000001","2201","2",9250000
"403827","032","03212","521213","03212DL","2375","DDA","2","A","0","00000001","2201","2",8000000
"403827","032","03212","524114","03212DL","2375","DDA","2","A","0","00000001","2201","2",15500000
"440013","032","03212","524113","03212DL","2376","QDD","2","A","0","00000001","2202","2",5600000
"403827","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","2201","2",6000000
"403827","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","2201","2",537789000
"440013","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","2202","2",285510000
"403827","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","2201","2",338000
"403828","032","03212","521213","03212DL","2375","QDD","2","A","0","00000001","1907","2",5418556000
"403828","032","03212","521219","03212DL","2375","DDA","2","A","0","00000001","1907","2",30370000
"403828","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","1907","2",27396000
"403828","032","03212","511621","03212WA","2378","EBA","2","A","0","00000001","1907","2",88699000
"403828","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1907","2",1801571000
"403828","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1907","2",818694000
"403828","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","1907","2",1920000
"403828","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","1907","2",66978000
"403821","032","03212","521213","03212WA","2378","EBA","1","K","0","2PXFA8WA","0152","2",179950000
"622035","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0503","2",5394282000
"622035","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0503","2",6006749000
"622035","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0503","2",535478000
"622035","032","03212","521811","03212DL","2376","SDA","2","A","0","00000001","0503","2",32000000
"622035","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","0503","2",29880000
"622035","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","0503","2",82000000
"427511","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0154","2",8124000
"403836","032","03212","522151","03212WA","2378","EBD","2","A","0","00000001","0152","2",49500000
"403835","032","03212","521219","03212WA","2378","EBD","2","A","0","00000001","0151","2",21600000
"403835","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0151","2",1395916000
"626402","032","03212","524114","03212WA","2378","EBC","1","A","0","00000001","0151","2",34350000
"626402","032","03212","522191","03212WA","2378","EBA","1","A","0","00000001","0151","2",1366227000
"626402","032","03212","524113","03212DL","2376","AFA","1","A","0","00000001","0151","2",1500000
"403822","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0152","2",30960000
"403835","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0151","2",360000000
"403821","032","03212","524111","03212WA","2378","EBA","1","A","0","00000001","0152","2",492371000
"626402","032","03212","521811","03212WA","2378","EBD","1","A","0","00000001","0151","2",402901000
"626402","032","03212","522192","03212DL","2375","AFA","1","A","0","00000001","0151","2",2905000
"403836","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","0152","2",19800000
"403822","032","03212","521113","03212WA","2378","EBA","2","A","0","00000001","0152","2",61598000
"403835","032","03212","522192","03212WA","2378","EBD","2","A","0","00000001","0151","2",2140000
"626402","032","03212","522151","03212WA","2378","EBC","1","A","0","00000001","0151","2",32200000
"626402","032","03212","522151","03212WA","2378","EBA","1","A","0","00000001","0151","2",126400000
"403821","032","03212","521113","03212WA","2378","EBA","1","A","0","00000001","0152","2",73283000
"403836","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","0152","2",4260480000
"427511","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0154","2",2289696000
"427511","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0154","2",296200000
"427511","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0154","2",1012439000
"403835","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0151","2",7920000
"626402","032","03212","522192","03212DL","2376","AFA","1","A","0","00000001","0151","2",365000
"403836","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0152","2",56000
"403822","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0152","2",43625000
"427511","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","0154","2",1045298000
"403821","032","03212","524113","03212WA","2378","EBA","1","A","0","00000001","0152","2",32550000
"626402","032","03212","521811","03212DL","2376","AFA","1","A","0","00000001","0151","2",45000000
"427511","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","0154","2",15984000
"427511","032","03212","522192","03212DL","2376","SAC","2","A","0","00000001","0154","2",201859000
"403821","032","03212","521211","03212WA","2378","EBA","1","A","0","00000001","0152","2",26472000
"403835","032","03212","521821","03212WA","2378","EBA","2","A","0","00000001","0151","2",20000000
"403836","032","03212","522192","03212WA","2378","EBC","2","A","0","00000001","0152","2",485000
"403835","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","0151","2",19350000
"626402","032","03212","533111","03212WA","2378","EBB","1","A","0","00000001","0151","2",575224000
"626402","032","03212","522113","03212WA","2378","EBA","1","A","0","00000001","0151","2",164160000
"626402","032","03212","524111","03212WA","2378","EBD","1","A","0","00000001","0151","2",3901623000
"427511","032","03212","522191","03212DL","2376","SAC","2","D","0","00000001","0154","2",101923000
"427511","032","03212","521211","03212DL","2376","SAC","2","D","0","00000001","0154","2",378733000
"626402","032","03212","522191","03212DL","2375","AFA","1","A","0","00000001","0151","2",44955000
"403822","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0152","2",27486000
"403836","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","0152","2",39320000
"403835","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","0151","2",33855000
"238010","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","1753","2",75000000
"239260","032","03212","524111","03212DL","2375","DDA","2","A","0","00000001","1753","2",17100000
"238010","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","1753","2",105500000
"239260","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","1753","2",162300000
"239260","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1753","2",283500000
"238010","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","1753","2",453415000
"239260","032","03212","522151","03212DL","2375","SCC","2","A","0","00000001","1753","2",26400000
"239260","032","03212","522191","03212DL","2375","SCC","2","A","0","00000001","1753","2",4500000
"238010","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","1753","2",71376000
"238010","032","03212","521811","03212DL","2376","SDA","2","A","0","00000001","1753","2",6000000
"239260","032","03212","522151","03212DL","2375","DDA","2","A","0","00000001","1753","2",7600000
"239260","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","1753","2",3708000
"239260","032","03212","521241","03212WA","2378","EBA","2","A","0","00000001","1753","2",18660000
"239260","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","1753","2",12935281000
"239260","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","1753","2",63985000
"239260","032","03212","522141","03212DL","2375","SCC","2","A","0","00000001","1753","2",41851000
"239260","032","03212","524114","03212DL","2375","DDA","2","A","0","00000001","1753","2",3200000
"403833","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","3102","2",35318000
"403833","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","3102","2",10620000
"403833","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","3102","2",102700000
"403833","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","3102","2",36636000
"403833","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","3102","2",750000
"427551","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","0601","2",677202000
"427551","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0601","2",1656485000
"427551","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","0601","2",3247000
"427551","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","0601","2",100000000
"427551","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0601","2",117846000
"427551","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","0601","2",1930000
"427551","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","0601","2",12300000
"427551","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","0601","2",2904000
"403817","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0855","2",22488000
"403817","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0855","2",15000000
"427573","032","03212","524111","03212DL","2376","SDA","2","A","0","00000001","0805","2",6000000
"427573","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0805","2",474784000
"427573","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","0805","2",5000000
"427573","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0805","2",89385000
"403817","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0855","2",13668000
"427573","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0805","2",2306913000
"427573","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0805","2",66750000
"427573","032","03212","521241","03212DL","2376","SAC","2","A","0","00000001","0805","2",59200000
"403823","032","03212","522191","03212DL","2375","DDA","2","A","0","00000001","1151","2",43000000
"403823","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","1151","2",4055088000
"403823","032","03212","511619","03212WA","2378","EBA","2","A","0","00000001","1151","2",120000
"403823","032","03212","522191","03212DL","2375","QDD","2","A","0","00000001","1151","2",23900000
"403823","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","1151","2",16760000
"403823","032","03212","521211","03212DL","2375","DDA","2","A","0","00000001","1151","2",71250000
"403823","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1151","2",638000
"403823","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","1151","2",885000000
"652009","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","1206","2",489010000
"652009","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","1206","2",1893000
"652009","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1206","2",258380000
"652009","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","1206","2",24000000
"652009","032","03212","522141","03212DL","2376","SAC","2","A","0","00000001","1206","2",6000000
"652009","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","1206","2",22880000
"652009","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1206","2",15000000
"652009","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","1206","2",730135000
"653526","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0211","2",1994023000
"653526","032","03212","521211","03212WA","4345","EBC","2","D","0","00000001","0211","2",25050000
"403824","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0210","2",45600000
"653526","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0211","2",8160000
"653526","032","03212","522151","03212WA","4345","EBC","2","A","0","00000001","0211","2",463000000
"653526","032","03212","524111","03212WA","4345","EBC","2","A","0","00000001","0211","2",155336000
"403824","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0210","2",6966000
"403824","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0210","2",1496902000
"403832","032","03212","522151","03212WA","2378","EBA","2","A","0","00000001","0211","2",7200000
"403832","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0211","2",56989000
"403824","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0210","2",8160000
"653526","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0211","2",1000000
"403824","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","0210","2",205515000
"403832","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0211","2",22431000
"403830","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0258","2",380876000
"403830","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","0258","2",13293000
"403830","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","0258","2",65604000
"403829","032","03212","521213","03212DL","2375","DDA","2","A","0","00000001","0252","2",6240000
"403829","032","03212","521219","03212DL","2375","QDD","2","A","0","00000001","0252","2",1402880000
"403829","032","03212","524111","03212DL","2375","QDD","2","A","0","00000001","0252","2",125200000
"403879","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","0222","2",240092000
"403879","032","03212","522151","03212WA","2378","EBA","2","A","0","00000001","0222","2",2400000
"403879","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0222","2",32053000
"403879","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","0222","2",44990000
"403879","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0222","2",1500000
"403879","032","03212","522191","03212DL","2376","SDA","2","A","0","00000001","0222","2",8775000
"403879","032","03212","524111","03212DL","2376","QDD","2","A","0","00000001","0222","2",7383000
"403879","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","0222","2",1475613000
"403834","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0401","2",29362000
"403834","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0401","2",7560000
"403834","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0401","2",83664000
"403834","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0401","2",8760000
